FilePath,SegmentPath,BottlenoseDolphin,CommonDolphin,Grampus_Risso'sDolphin,HarborPorpoise,KillerWhale,Long_FinnedPilotWhale,StripedDolphin,Background
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501201M_0_2.3.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501201M_0_2.3.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501203U_0_2.25.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501203U_0_2.25.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7500300B_0_0.95.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7500300B_0_0.95.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7200700O_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7200700O_0.0_3.0.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501206P_0_1.68.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501206P_0_1.68.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501204K_0_1.61.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501204K_0_1.61.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/9420109R_0_2.89.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/9420109R_0_2.89.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/75003004_0_2.62.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/75003004_0_2.62.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7500300N_0_0.81.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7500300N_0_0.81.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7200701R_0_2.52.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7200701R_0_2.52.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/9420108T_0_1.2.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/9420108T_0_1.2.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/72007013_0_2.97.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/72007013_0_2.97.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7500302E_0_1.77.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7500302E_0_1.77.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/85012051_0_1.54.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/85012051_0_1.54.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501200R_0_2.9.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501200R_0_2.9.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7200701P_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7200701P_0.0_3.0.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/5801101B_0_0.99.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/5801101B_0_0.99.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/9420109Z_0_1.37.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/9420109Z_0_1.37.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8500700P_0_1.98.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8500700P_0_1.98.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501204S_0_1.91.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501204S_0_1.91.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/85007016_0_1.5.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/85007016_0_1.5.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/5801100S_0_1.15.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/5801100S_0_1.15.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501204N_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501204N_0.0_3.0.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501201W_0_2.08.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501201W_0_2.08.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7200700T_0_2.45.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7200700T_0_2.45.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501201Q_0_0.8.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501201Q_0_0.8.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/94201090_0_2.68.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/94201090_0_2.68.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501200Z_0_1.5.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501200Z_0_1.5.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501205E_0_1.15.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501205E_0_1.15.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8500700F_0_2.46.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8500700F_0_2.46.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/5801100I_0_0.99.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/5801100I_0_0.99.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7200700P_0_2.37.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7200700P_0_2.37.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/85012028_0_1.67.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/85012028_0_1.67.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501201D_0_1.28.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501201D_0_1.28.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/5801100Y_0_0.9.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/5801100Y_0_0.9.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/6102900E_0_1.42.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/6102900E_0_1.42.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/85012043_0_0.78.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/85012043_0_0.78.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501204P_0_2.02.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501204P_0_2.02.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/85012042_0_2.18.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/85012042_0_2.18.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501204W_0_2.17.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501204W_0_2.17.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/85012016_0_1.27.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/85012016_0_1.27.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501202K_0_2.46.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501202K_0_2.46.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/72007036_0_0.97.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/72007036_0_0.97.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/5801100C_0_1.5.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/5801100C_0_1.5.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/72007011_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/72007011_0.0_3.0.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7500301S_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7500301S_0.0_3.0.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/85012015_0_2.38.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/85012015_0_2.38.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501206M_0_1.77.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501206M_0_1.77.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7200701G_0_2.11.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7200701G_0_2.11.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7500301J_0_0.87.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7500301J_0_0.87.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/75003018_0_1.29.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/75003018_0_1.29.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7200700W_0_1.87.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/7200700W_0_1.87.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/75003061_0_1.51.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/75003061_0_1.51.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8500701L_0_1.54.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8500701L_0_1.54.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/58011012_0_2.35.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/58011012_0_2.35.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501202A_0_2.05.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501202A_0_2.05.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/85012056_0_1.58.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/85012056_0_1.58.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501200F_0_1.2.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501200F_0_1.2.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501205Q_0_1.33.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501205Q_0_1.33.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/85012068_0_1.84.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/85012068_0_1.84.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/61024009_0_1.42.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/61024009_0_1.42.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501200J_0_0.2.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501200J_0_0.2.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501201F_0_0.96.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/StripedDolphin/8501201F_0_0.96.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_28.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_SOLO_Gm_01_28.wav,0,0,0,0,0,1,0,0
../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_119.wav,../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_119.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/marzo_01_Gm_MOTORESbarcos_08.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/marzo_01_Gm_MOTORESbarcos_08.wav,0,0,0,0,0,1,0,0
../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_110.wav,../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_110.wav,0,1,0,0,0,0,0,0
../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_01_05_30.wav,../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_01_05_30.wav,0,1,0,0,0,0,0,0
../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_89.wav,../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_89.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Neus/Segmented/StripedDolphin/Alnitak_jun01_02_Sc1_33.wav,../../Dataset/Audios/Neus/Segmented/StripedDolphin/Alnitak_jun01_02_Sc1_33.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/Alnit_2001Jan_SOLO_1Gm_08.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/Alnit_2001Jan_SOLO_1Gm_08.wav,0,0,0,0,0,1,0,0
../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_69.wav,../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_69.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Neus/Segmented/StripedDolphin/Alnitak_jun01_02_Sc1_14.wav,../../Dataset/Audios/Neus/Segmented/StripedDolphin/Alnitak_jun01_02_Sc1_14.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/marzo_01_Gm_MOTORESbarcos_80.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/marzo_01_Gm_MOTORESbarcos_80.wav,0,0,0,0,0,1,0,0
../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_93.wav,../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_93.wav,0,1,0,0,0,0,0,0
../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_16.wav,../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_16.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_96.wav,../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_96.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_35.wav,../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_35.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_01_05_26.wav,../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_01_05_26.wav,0,1,0,0,0,0,0,0
../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_127.wav,../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_127.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_30.wav,../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_30.wav,0,1,0,0,0,0,0,0
../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_158.wav,../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_158.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Neus/Segmented/StripedDolphin/Alnitak_jun01_02_Sc1_10.wav,../../Dataset/Audios/Neus/Segmented/StripedDolphin/Alnitak_jun01_02_Sc1_10.wav,0,0,0,0,0,0,1,0
../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_121.wav,../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_121.wav,0,1,0,0,0,0,0,0
../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/marzo_01_Gm_MOTORESbarcos_21.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/marzo_01_Gm_MOTORESbarcos_21.wav,0,0,0,0,0,1,0,0
../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_07.wav,../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_07.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_79.wav,../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_79.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/Alnit_2001Jan_SOLO_1Gm_48.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/Alnit_2001Jan_SOLO_1Gm_48.wav,0,0,0,0,0,1,0,0
../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_75.wav,../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_75.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/calderón común_clicks y silbidos_02.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/calderón común_clicks y silbidos_02.wav,0,0,0,0,0,1,0,0
../../Dataset/Audios/Neus/Segmented/KillerWhale/3 Orcas Estrecho de Gibraltar_Clicks y silbidos_73.wav,../../Dataset/Audios/Neus/Segmented/KillerWhale/3 Orcas Estrecho de Gibraltar_Clicks y silbidos_73.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/marzo_01_Gm_MOTORESbarcos_79.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/marzo_01_Gm_MOTORESbarcos_79.wav,0,0,0,0,0,1,0,0
../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/marzo_01_Gm_MOTORESbarcos_34.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/marzo_01_Gm_MOTORESbarcos_34.wav,0,0,0,0,0,1,0,0
../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_119.wav,../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_119.wav,0,1,0,0,0,0,0,0
../../Dataset/Audios/Neus/Segmented/BottlenoseDolphin/CIRCE_CINTA_2_Tt_01.wav,../../Dataset/Audios/Neus/Segmented/BottlenoseDolphin/CIRCE_CINTA_2_Tt_01.wav,1,0,0,0,0,0,0,0
../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_49.wav,../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_49.wav,0,1,0,0,0,0,0,0
../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_Gm_MOTORESbarcos_02_02.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/alnitak_2001jul_Gm_MOTORESbarcos_02_02.wav,0,0,0,0,0,1,0,0
../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_203.wav,../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_203.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_40.wav,../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_40.wav,0,1,0,0,0,0,0,0
../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/marzo_01_Gm_MOTORESbarcos_89.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/marzo_01_Gm_MOTORESbarcos_89.wav,0,0,0,0,0,1,0,0
../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_10.wav,../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_10.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_38.wav,../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_38.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_06.wav,../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_06.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/marzo_01_Gm_MOTORESbarcos_60.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/marzo_01_Gm_MOTORESbarcos_60.wav,0,0,0,0,0,1,0,0
../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_52.wav,../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_52.wav,0,1,0,0,0,0,0,0
../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/marzo_01_Gm_MOTORESbarcos_78.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/marzo_01_Gm_MOTORESbarcos_78.wav,0,0,0,0,0,1,0,0
../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_01_05_06.wav,../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_01_05_06.wav,0,1,0,0,0,0,0,0
../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/marzo_01_Gm_MOTORESbarcos_50.wav,../../Dataset/Audios/Neus/Segmented/Long_FinnedPilotWhale/marzo_01_Gm_MOTORESbarcos_50.wav,0,0,0,0,0,1,0,0
../../Dataset/Audios/Neus/Segmented/KillerWhale/3 Orcas Estrecho de Gibraltar_Clicks y silbidos_48.wav,../../Dataset/Audios/Neus/Segmented/KillerWhale/3 Orcas Estrecho de Gibraltar_Clicks y silbidos_48.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_01_05_03.wav,../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_01_05_03.wav,0,1,0,0,0,0,0,0
../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_58.wav,../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_58.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Neus/Segmented/KillerWhale/3 Orcas Estrecho de Gibraltar_Clicks y silbidos_15.wav,../../Dataset/Audios/Neus/Segmented/KillerWhale/3 Orcas Estrecho de Gibraltar_Clicks y silbidos_15.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_25.wav,../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_25.wav,0,1,0,0,0,0,0,0
../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_27.wav,../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_27.wav,0,1,0,0,0,0,0,0
../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_75.wav,../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_75.wav,0,1,0,0,0,0,0,0
../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_53.wav,../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_53.wav,0,1,0,0,0,0,0,0
../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_72.wav,../../Dataset/Audios/Neus/Segmented/KillerWhale/jun01_01_Oo_72.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Neus/Segmented/KillerWhale/3 Orcas Estrecho de Gibraltar_Clicks y silbidos_41.wav,../../Dataset/Audios/Neus/Segmented/KillerWhale/3 Orcas Estrecho de Gibraltar_Clicks y silbidos_41.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_64.wav,../../Dataset/Audios/Neus/Segmented/CommonDolphin/alnitak_2001jul_Dd_02_05_64.wav,0,1,0,0,0,0,0,0
