file,start_time,end_time,BottlenoseDolphin,CommonDolphin,Grampus_Risso'sDolphin,HarborPorpoise,KillerWhale,Long_FinnedPilotWhale,StripedDolphin,Background
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801403V_0_1.47.wav,0,1.4695216400911162,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702601G_0_1.56.wav,0,1.56455,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702606J_0_1.14.wav,0,1.141875,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702603L_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801300Y_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/58014048_0_2.02.wav,0,2.0205922551252846,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702604C_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702602G_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_51.0_54.0.wav,0,2.0381518151815183,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801403Y_0_2.54.wav,0,2.5366742596810936,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702602D_0_2.88.wav,0,2.87995,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702602G_3.0_6.0.wav,0,2.9272,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/7500304M_0_2.62.wav,0,2.623455882352941,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801403W_0_2.03.wav,0,2.0293394077448745,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_21.0_24.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702604C_3.0_6.0.wav,0,0.6312,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801400V_0_1.35.wav,0,1.3456719817767653,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702604D_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702602Z_0_1.89.wav,0,1.887125,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801402O_0_1.81.wav,0,1.812118451025057,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026022_0_1.54.wav,0,1.5408,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_42.0_45.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702602O_3.0_6.0.wav,0,1.86365,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/8700300C_0_1.42.wav,0,1.41796875,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026035_0_2.85.wav,0,2.84895,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/75003056_0_0.99.wav,0,0.9859803921568628,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/75003041_0_2.31.wav,0,2.308529411764706,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702601O_0_1.54.wav,0,1.5408,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702603H_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702603R_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702607J_0_1.9.wav,0,1.8972,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026008_3.0_6.0.wav,0,0.12795,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026046_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/7500304G_0_2.29.wav,0,2.2903186274509806,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801401T_0_0.97.wav,0,0.9658769931662872,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_48.0_51.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/7500304Q_0_0.22.wav,0,0.2206985294117647,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/7500305E_0_0.7.wav,0,0.6979411764705883,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/8700301L_0_1.22.wav,0,1.2218095881161375,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_6.0_9.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/75003043_0_1.95.wav,0,1.9524264705882357,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026008_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702604D_3.0_6.0.wav,0,0.6856,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801400F_0_0.87.wav,0,0.8747608200455581,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/58013002_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702600L_0_1.56.wav,0,1.5557,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026049_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702604U_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/7500302P_0_0.97.wav,0,0.9749142156862745,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/8700300L_0_1.42.wav,0,1.41796875,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/8700301Y_0_0.77.wav,0,0.7738690074274139,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026049_3.0_6.0.wav,0,1.08,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/58014029_0_1.76.wav,0,1.7578132118451024,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/7500302R_0_0.89.wav,0,0.8885294117647059,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/87003007_0_1.42.wav,0,1.41796875,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702604E_3.0_6.0.wav,0,0.5904,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801401I_3.0_6.0.wav,0,2.0443280182232346,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801300F_0_2.47.wav,0,2.4723568281938326,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/58013002_3.0_6.0.wav,0,0.6587885462555066,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026070_0_0.96.wav,0,0.957825,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/58013012_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/8700301V_0_2.56.wav,0,2.560594193112762,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/87003018_3.0_6.0.wav,0,0.2048953409858203,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_3.0_6.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/8700302L_0_0.42.wav,0,0.4160769750168805,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801401I_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702601J_0_2.61.wav,0,2.60545,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_9.0_12.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801300L_0_2.75.wav,0,2.747621145374449,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_30.0_33.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/8700302G_0_0.48.wav,0,0.4754490209318028,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/7500305O_0_2.54.wav,0,2.5369607843137256,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/8700302E_0_0.61.wav,0,0.6128494260634706,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026065_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702602O_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/7500305H_0_1.16.wav,0,1.1632352941176471,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_36.0_39.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_39.0_42.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801300P_0_1.88.wav,0,1.879977973568282,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702602J_0_2.22.wav,0,2.2227,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_24.0_27.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/58013018_0_1.65.wav,0,1.6501321585903084,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/87003024_0_1.69.wav,0,1.6880553679945982,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801302H_0_2.92.wav,0,2.9154114583333333,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026046_3.0_6.0.wav,0,1.216,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/58013010_3.0_6.0.wav,0,2.5987665198237884,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702603R_3.0_6.0.wav,0,1.073625,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/58013010_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/7500302N_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/8700300P_0_2.23.wav,0,2.2285617825793382,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/8700301I_0_2.48.wav,0,2.479162727886563,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_33.0_36.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702604P_0_2.68.wav,0,2.6792,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702601C_0_1.0.wav,0,1.001,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/6302100A_0_0.64.wav,0,0.6375,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404L_0_1.85.wav,0,1.845466970387244,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801302N_0_1.49.wav,0,1.4927916666666667,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801302J_0_1.17.wav,0,1.1674375,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_45.0_48.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702600O_0_1.29.wav,0,1.2909,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026030_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404F_0_1.27.wav,0,1.2716400911161732,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801403J_0_2.79.wav,0,2.786651480637813,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/6302100F_0_1.38.wav,0,1.37578125,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801301I_3.0_6.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/58013012_3.0_6.0.wav,0,1.816123348017621,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/7500304P_0_0.41.wav,0,0.4050367647058823,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/58014041_0_1.19.wav,0,1.1864692482915715,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702604G_0_1.9.wav,0,1.904,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801301K_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/87003026_0_0.64.wav,0,0.6368399729912222,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702701Q_0_1.41.wav,0,1.406006600660066,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026019_0_2.28.wav,0,2.28375,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/63021006_0_1.05.wav,0,1.05234375,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801403F_0_1.3.wav,0,1.3021867881548974,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/7500303K_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702604U_3.0_6.0.wav,0,0.8216,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801300I_0_1.5.wav,0,1.497533039647577,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702605L_0_0.55.wav,0,0.5512,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/87003004_0_1.42.wav,0,1.41796875,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702606T_0_1.47.wav,0,1.465625,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/75003042_0_1.74.wav,0,1.7436764705882353,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/8700301W_0_2.73.wav,0,2.733909520594193,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702602Y_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026043_3.0_6.0.wav,0,0.6448,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801402H_0_1.41.wav,0,1.4054214123006834,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_18.0_21.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702603L_6.0_9.0.wav,0,0.116175,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/87003013_0_0.81.wav,0,0.8110735989196489,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/8700300Q_0_0.45.wav,0,0.4542538825118163,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_27.0_30.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026047_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026047_3.0_6.0.wav,0,1.1072,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/61030006_0_1.42.wav,0,1.41796875,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801301I_6.0_9.0.wav,0,1.6632819383259911,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702604E_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801301K_3.0_6.0.wav,0,0.2276872246696035,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/58014018_0_1.84.wav,0,1.8371070615034168,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026043_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/58014032_0_2.11.wav,0,2.113120728929385,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702600S_0_2.8.wav,0,2.8,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/7500304X_0_0.36.wav,0,0.3606617647058823,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801401A_0_1.1.wav,0,1.1039863325740318,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702605D_0_1.62.wav,0,1.6218,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_12.0_15.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026075_0_2.23.wav,0,2.234925,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702600Q_0_0.87.wav,0,0.868875,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702701X_0_0.73.wav,0,0.7345214521452145,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702600X_0_1.52.wav,0,1.5229,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801301I_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026029_0_3.0.wav,0,2.99945,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801404R_15.0_18.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801400M_0_2.07.wav,0,2.067653758542141,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5801402V_0_2.71.wav,0,2.706150341685649,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/58013007_0_2.23.wav,0,2.230132158590308,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702601S_0_0.98.wav,0,0.9844,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/7500305G_0_1.33.wav,0,1.3294117647058823,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/87003018_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/8700302N_0.0_3.0.wav,0,3.0,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026030_3.0_6.0.wav,0,1.4317,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702600K_3.0_6.0.wav,0,0.268625,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/7500303R_0_2.91.wav,0,2.910220588235294,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/7500303M_0_2.04.wav,0,2.0383823529411766,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/5702602Y_3.0_6.0.wav,0,1.029925,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/6103000B_0_1.42.wav,0,1.41796875,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/CommonDolphin/57026065_3.0_6.0.wav,0,0.4182,False,True,False,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/Grampus_Risso'sDolphin/9420101Z_0_0.36.wav,0,0.3571848739495798,False,False,True,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/Grampus_Risso'sDolphin/59030023_0_2.61.wav,0,2.61248779296875,False,False,True,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/Grampus_Risso'sDolphin/8500900S_0_0.38.wav,0,0.384375,False,False,True,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/Grampus_Risso'sDolphin/59030005_3.0_6.0.wav,0,0.2347666666666666,False,False,True,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/Grampus_Risso'sDolphin/87004002_0_0.62.wav,0,0.6234375,False,False,True,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/Grampus_Risso'sDolphin/8700400K_0_0.46.wav,0,0.4640625,False,False,True,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/Grampus_Risso'sDolphin/59029012_0_0.33.wav,0,0.32578125,False,False,True,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/Grampus_Risso'sDolphin/5903001E_0_1.06.wav,0,1.06171875,False,False,True,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/Grampus_Risso'sDolphin/9420103D_0_0.35.wav,0,0.3498529411764706,False,False,True,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/Grampus_Risso'sDolphin/94201029_0_0.38.wav,0,0.3773319327731092,False,False,True,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/Grampus_Risso'sDolphin/8500900H_0_0.63.wav,0,0.63046875,False,False,True,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/Grampus_Risso'sDolphin/94201032_0_1.47.wav,0,1.4707563025210084,False,False,True,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/Grampus_Risso'sDolphin/8700400Q_0_0.57.wav,0,0.57421875,False,False,True,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/Grampus_Risso'sDolphin/63029002_0_0.55.wav,0,0.5484375,False,False,True,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/Grampus_Risso'sDolphin/94201017_0.0_3.0.wav,0,3.0,False,False,True,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/Grampus_Risso'sDolphin/5903002Y_0_1.14.wav,0,1.13671875,False,False,True,False,False,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/Grampus_Risso'sDolphin/9420103N_0_1.41.wav,0,1.4090336134453785,False,False,True,False,False,False,False,False
