SegmentedAudioPath,OriginalAudioPath,StartSecond,EndSecond,StartSample,EndSample,Class
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_05-06-24_34.0_35.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_05-06-24.wav,34.0,35.0,8704001,9216000,Toque
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_05-07-24_16.0_19.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_05-07-24.wav,16.0,19.0,4096001,5120000,Toque
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_05-07-24_24.0_25.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_05-07-24.wav,24.0,25.0,6144001,6656000,Breath1KHz
../Dataset/Audios/SegmentedAudios/EmbarcacionLejana/channelA_2024-05-28_05-08-24_2.0_38.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_05-08-24.wav,2.0,38.0,512001,9984000,EmbarcacionLejana
../Dataset/Audios/SegmentedAudios/EmbarcacionCercana/channelA_2024-05-28_05-08-24_39.0_59.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_05-08-24.wav,39.0,59.0,9984001,15360000,EmbarcacionCercana
../Dataset/Audios/SegmentedAudios/UNKNOWN2200Hz/channelA_2024-05-28_08-00-24_22.0_23.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-00-24.wav,22.0,23.0,5632001,6144000,UNKNOWN2200Hz
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_08-01-24_50.0_51.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-01-24.wav,50.0,51.0,12800001,13312000,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_08-01-24_50.0_51.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-01-24.wav,50.0,51.0,12800001,13312000,Toque
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_08-01-24_52.0_52.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-01-24.wav,52.0,52.0,13312001,13568000,CLICK
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-02-24_0.0_1.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-02-24.wav,0.0,1.0,1,512000,Breath1KHz
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_08-03-24_5.0_5.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-03-24.wav,5.0,5.0,1280001,1536000,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_08-03-24_5.0_5.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-03-24.wav,5.0,5.0,1280001,1536000,Toque
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-03-24_23.0_24.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-03-24.wav,23.0,24.0,5888001,6400000,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-03-24_45.0_46.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-03-24.wav,45.0,46.0,11520001,12032000,Breath1KHz
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_08-03-24_53.0_53.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-03-24.wav,53.0,53.0,13568001,13824000,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_08-04-24_3.0_3.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-04-24.wav,3.0,3.0,768001,1024000,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_08-04-24_14.0_14.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-04-24.wav,14.0,14.0,3584001,3840000,CLICK
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-04-24_19.0_20.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-04-24.wav,19.0,20.0,4864001,5376000,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-04-24_26.0_27.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-04-24.wav,26.0,27.0,6656001,7168000,Breath1KHz
../Dataset/Audios/SegmentedAudios/UNKNOWN3_BUBBLE_1kHz/channelA_2024-05-28_08-04-24_32.0_32.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-04-24.wav,32.0,32.0,8192001,8448000,UNKNOWN3_BUBBLE_1kHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-04-24_33.0_34.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-04-24.wav,33.0,34.0,8448001,8960000,Breath1KHz
../Dataset/Audios/SegmentedAudios/UNKNOWN3_BUBBLE_1kHz/channelA_2024-05-28_08-04-24_37.0_37.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-04-24.wav,37.0,37.0,9472001,9728000,UNKNOWN3_BUBBLE_1kHz
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_08-05-24_7.0_8.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-05-24.wav,7.0,8.0,1792001,2304000,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_08-05-24_7.0_8.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-05-24.wav,7.0,8.0,1792001,2304000,Toque
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_08-05-24_8.0_9.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-05-24.wav,8.0,9.0,2048001,2560000,CLICK
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_08-05-24_20.0_20.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-05-24.wav,20.0,20.0,5120001,5376000,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_08-05-24_20.0_20.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-05-24.wav,20.0,20.0,5120001,5376000,Toque
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_08-05-24_23.0_24.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-05-24.wav,23.0,24.0,5888001,6400000,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_08-05-24_23.0_24.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-05-24.wav,23.0,24.0,5888001,6400000,Toque
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_08-14-24_17.0_17.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-14-24.wav,17.0,17.0,4352001,4608000,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_08-14-24_17.0_17.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-14-24.wav,17.0,17.0,4352001,4608000,Toque
../Dataset/Audios/SegmentedAudios/UNKNOWN3_BUBBLE_1kHz/channelA_2024-05-28_08-14-24_26.0_26.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-14-24.wav,26.0,26.0,6656001,6912000,UNKNOWN3_BUBBLE_1kHz
../Dataset/Audios/SegmentedAudios/EmbarcacionLejana/channelA_2024-05-28_08-16-24_0.0_59.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-16-24.wav,0.0,59.0,1,15360000,EmbarcacionLejana
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-16-24_44.0_44.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-16-24.wav,44.0,44.0,11264001,11520000,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-18-24_42.0_44.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-18-24.wav,42.0,44.0,10752001,11520000,Breath1KHz
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_08-18-24_52.0_52.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-18-24.wav,52.0,52.0,13312001,13568000,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_08-18-24_52.0_52.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-18-24.wav,52.0,52.0,13312001,13568000,Toque
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_08-33-24_10.0_10.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-33-24.wav,10.0,10.0,2560001,2816000,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_08-33-24_10.0_10.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-33-24.wav,10.0,10.0,2560001,2816000,Toque
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_08-33-24_13.0_13.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-33-24.wav,13.0,13.0,3328001,3584000,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_08-33-24_13.0_13.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-33-24.wav,13.0,13.0,3328001,3584000,Toque
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_08-33-24_36.0_36.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-33-24.wav,36.0,36.0,9216001,9472000,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_08-33-24_36.0_36.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-33-24.wav,36.0,36.0,9216001,9472000,Toque
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_08-33-24_36.0_38.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-33-24.wav,36.0,38.0,9216001,9984000,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_08-33-24_45.0_45.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-33-24.wav,45.0,45.0,11520001,11776000,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_08-33-24_50.0_50.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-33-24.wav,50.0,50.0,12800001,13056000,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_08-33-24_52.0_52.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-33-24.wav,52.0,52.0,13312001,13568000,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_08-33-24_54.0_54.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-33-24.wav,54.0,54.0,13824001,14080000,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_08-33-24_56.0_56.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-33-24.wav,56.0,56.0,14336001,14592000,CLICK
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_08-34-24_4.0_4.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-34-24.wav,4.0,4.0,1024001,1280000,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_08-34-24_4.0_4.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-34-24.wav,4.0,4.0,1024001,1280000,Toque
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_08-34-24_12.0_12.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-34-24.wav,12.0,12.0,3072001,3328000,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_08-34-24_12.0_12.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-34-24.wav,12.0,12.0,3072001,3328000,Toque
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_08-34-24_15.0_16.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-34-24.wav,15.0,16.0,3840001,4352000,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_08-34-24_15.0_16.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-34-24.wav,15.0,16.0,3840001,4352000,Toque
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-34-24_25.0_28.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-34-24.wav,25.0,28.0,6400001,7424000,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-34-24_30.0_33.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-34-24.wav,30.0,33.0,7680001,8704000,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-34-24_35.0_37.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-34-24.wav,35.0,37.0,8960001,9728000,Breath1KHz
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_08-34-24_55.0_55.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-34-24.wav,55.0,55.0,14080001,14336000,CLICK
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_08-39-24_4.0_4.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-39-24.wav,4.0,4.0,1024001,1280000,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_08-39-24_4.0_4.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-39-24.wav,4.0,4.0,1024001,1280000,Toque
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-39-24_28.0_29.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-39-24.wav,28.0,29.0,7168001,7680000,Breath1KHz
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_08-39-24_38.0_39.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-39-24.wav,38.0,39.0,9728001,10240000,CLICK
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_08-39-24_42.0_42.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-39-24.wav,42.0,42.0,10752001,11008000,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_08-39-24_42.0_42.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-39-24.wav,42.0,42.0,10752001,11008000,Toque
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_08-39-24_42.0_42.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-39-24.wav,42.0,42.0,10752001,11008000,CLICK
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-40-24_14.0_16.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-40-24.wav,14.0,16.0,3584001,4352000,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-40-24_25.0_26.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-40-24.wav,25.0,26.0,6400001,6912000,Breath1KHz
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_08-40-24_46.0_46.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-40-24.wav,46.0,46.0,11776001,12032000,CLICK
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-40-24_46.0_48.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-40-24.wav,46.0,48.0,11776001,12544000,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-40-24_50.0_52.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-40-24.wav,50.0,52.0,12800001,13568000,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-40-24_54.0_55.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-40-24.wav,54.0,55.0,13824001,14336000,Breath1KHz
../Dataset/Audios/SegmentedAudios/EmbarcacionLejana/channelA_2024-05-28_08-43-24_0.0_24.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-43-24.wav,0.0,24.0,1,6400000,EmbarcacionLejana
../Dataset/Audios/SegmentedAudios/EmbarcacionLejana/channelA_2024-05-28_08-44-24_10.0_25.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-44-24.wav,10.0,25.0,2560001,6656000,EmbarcacionLejana
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-44-24_17.0_18.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-44-24.wav,17.0,18.0,4352001,4864000,Breath1KHz
../Dataset/Audios/SegmentedAudios/EmbarcacionCercana/channelA_2024-05-28_08-44-24_25.0_9.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-44-24.wav,25.0,9.0,6400001,2560000,EmbarcacionCercana
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_08-44-24_29.0_29.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-44-24.wav,29.0,29.0,7424001,7680000,Whistle
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_08-44-24_29.0_29.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-44-24.wav,29.0,29.0,7424001,7680000,Toque
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_08-44-24_37.0_37.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-44-24.wav,37.0,37.0,9472001,9728000,Whistle
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_08-44-24_37.0_37.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-44-24.wav,37.0,37.0,9472001,9728000,Toque
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_08-44-24_41.0_42.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-44-24.wav,41.0,42.0,10496001,11008000,Breath1KHz
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_08-44-24_50.0_50.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-44-24.wav,50.0,50.0,12800001,13056000,Golpe
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_08-47-24_13.0_13.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-47-24.wav,13.0,13.0,3328001,3584000,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_08-47-24_13.0_13.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-47-24.wav,13.0,13.0,3328001,3584000,Toque
../Dataset/Audios/SegmentedAudios/EmbarcacionLejana/channelA_2024-05-28_08-47-24_47.0_59.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-47-24.wav,47.0,59.0,12032001,15360000,EmbarcacionLejana
../Dataset/Audios/SegmentedAudios/EmbarcacionCercana/channelA_2024-05-28_08-48-24_0.0_31.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-48-24.wav,0.0,31.0,1,8192000,EmbarcacionCercana
../Dataset/Audios/SegmentedAudios/EmbarcacionLejana/channelA_2024-05-28_08-48-24_32.0_45.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-48-24.wav,32.0,45.0,8192001,11776000,EmbarcacionLejana
../Dataset/Audios/SegmentedAudios/EmbarcacionLejana/channelA_2024-05-28_08-50-24_25.0_42.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-50-24.wav,25.0,42.0,6400001,11008000,EmbarcacionLejana
../Dataset/Audios/SegmentedAudios/EmbarcacionLejana/channelA_2024-05-28_08-51-24_8.0_15.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-51-24.wav,8.0,15.0,2048001,4096000,EmbarcacionLejana
../Dataset/Audios/SegmentedAudios/EmbarcacionCercana/channelA_2024-05-28_08-51-24_43.0_7.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_08-51-24.wav,43.0,7.0,11008001,2048000,EmbarcacionCercana
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_12-00-24_14.0_15.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-00-24.wav,14.0,15.0,3584001,4096000,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_12-00-24_14.0_15.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-00-24.wav,14.0,15.0,3584001,4096000,Toque
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_12-01-24_32.0_33.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-01-24.wav,32.0,33.0,8192001,8704000,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_12-01-24_35.0_36.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-01-24.wav,35.0,36.0,8960001,9472000,Breath1KHz
../Dataset/Audios/SegmentedAudios/EmbarcacionLejana/channelA_2024-05-28_12-01-24_49.0_32.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-01-24.wav,49.0,32.0,12544001,8448000,EmbarcacionLejana
../Dataset/Audios/SegmentedAudios/UNKNOWN3_BUBBLE_1kHz/channelA_2024-05-28_12-08-24_4.0_4.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-08-24.wav,4.0,4.0,1024001,1280000,UNKNOWN3_BUBBLE_1kHz
../Dataset/Audios/SegmentedAudios/UNKNOWN3_BUBBLE_1kHz/channelA_2024-05-28_12-08-24_12.0_12.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-08-24.wav,12.0,12.0,3072001,3328000,UNKNOWN3_BUBBLE_1kHz
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_12-08-24_35.0_35.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-08-24.wav,35.0,35.0,8960001,9216000,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_12-08-24_35.0_35.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-08-24.wav,35.0,35.0,8960001,9216000,Toque
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_12-08-24_45.0_45.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-08-24.wav,45.0,45.0,11520001,11776000,CLICK
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_12-10-24_27.0_28.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-10-24.wav,27.0,28.0,6912001,7424000,Toque
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_12-10-24_29.0_31.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-10-24.wav,29.0,31.0,7424001,8192000,Breath1KHz
../Dataset/Audios/SegmentedAudios/EmbarcacionLejana/channelA_2024-05-28_12-17-24_27.0_17.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-17-24.wav,27.0,17.0,6912001,4608000,EmbarcacionLejana
../Dataset/Audios/SegmentedAudios/UNKNOWN4_GOLPE_150Hz/channelA_2024-05-28_12-17-24_30.0_30.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-17-24.wav,30.0,30.0,7680001,7936000,UNKNOWN4_GOLPE_150Hz
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_12-17-24_32.0_32.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-17-24.wav,32.0,32.0,8192001,8448000,CLICK
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_12-17-24_35.0_35.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-17-24.wav,35.0,35.0,8960001,9216000,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_12-17-24_35.0_35.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-17-24.wav,35.0,35.0,8960001,9216000,Toque
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_12-17-24_49.0_49.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-17-24.wav,49.0,49.0,12544001,12800000,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_12-17-24_49.0_49.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-17-24.wav,49.0,49.0,12544001,12800000,Toque
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_12-17-24_58.0_58.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-17-24.wav,58.0,58.0,14848001,15104000,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_12-20-24_8.0_8.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-20-24.wav,8.0,8.0,2048001,2304000,CLICK
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_12-20-24_11.0_11.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-20-24.wav,11.0,11.0,2816001,3072000,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_12-20-24_11.0_11.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-20-24.wav,11.0,11.0,2816001,3072000,Toque
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_12-20-24_20.0_20.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-20-24.wav,20.0,20.0,5120001,5376000,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_12-20-24_20.0_20.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-20-24.wav,20.0,20.0,5120001,5376000,Toque
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_12-20-24_22.0_22.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-20-24.wav,22.0,22.0,5632001,5888000,Golpe
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_12-20-24_22.0_22.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-20-24.wav,22.0,22.0,5632001,5888000,Toque
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_12-20-24_43.0_43.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-20-24.wav,43.0,43.0,11008001,11264000,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_12-20-24_46.0_47.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-20-24.wav,46.0,47.0,11776001,12288000,CLICK
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_12-20-24_46.0_48.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-20-24.wav,46.0,48.0,11776001,12544000,Breath1KHz
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_12-22-24_42.0_42.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-22-24.wav,42.0,42.0,10752001,11008000,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_12-22-24_56.0_56.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-22-24.wav,56.0,56.0,14336001,14592000,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_12-31-24_2.0_2.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-31-24.wav,2.0,2.0,512001,768000,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_12-31-24_5.0_5.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-31-24.wav,5.0,5.0,1280001,1536000,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_12-31-24_33.0_33.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-31-24.wav,33.0,33.0,8448001,8704000,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_12-34-24_29.0_29.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-34-24.wav,29.0,29.0,7424001,7680000,CLICK
../Dataset/Audios/SegmentedAudios/Toque/channelA_2024-05-28_12-34-24_50.0_52.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_12-34-24.wav,50.0,52.0,12800001,13568000,Toque
